586
62	69	5
358	131	8
46	44	0
122	9	0
7	5	0
103	17	4
198	22	4
364	81	2
263	0	1
278	4	4
165	166	1
416	54	0
125	242	1
181	168	1
0	415	0
425	0	4
268	164	0
62	17	2
88	87	0
7	82	0
17	72	0
380	25	1
60	35	0
0	171	0
269	7	2
17	127	0
135	256	3
95	16	0
87	94	0
212	259	0
88	469	0
60	36	0
87	241	0
59	32	4
385	22	4
4	5	0
234	87	4
0	431	0
212	48	0
7	18	0
88	225	0
25	231	0
175	81	2
185	28	1
253	212	1
0	58	0
0	119	0
485	369	4
460	22	4
232	476	1
0	473	0
20	87	4
177	0	1
37	72	0
153	199	3
391	131	8
25	361	0
0	134	0
46	82	0
458	131	8
0	222	0
320	206	0
390	0	4
0	226	0
99	32	4
353	394	1
377	7	2
62	491	9
39	40	1
125	126	1
46	72	0
353	354	1
292	24	4
185	253	6
395	32	4
13	14	0
261	0	1
174	0	1
329	56	0
420	0	1
13	171	0
103	8	1
477	92	0
381	32	4
442	17	2
286	32	4
0	400	0
7	72	0
355	34	4
443	0	4
316	0	1
0	466	0
247	122	4
0	266	0
65	28	1
432	230	0
85	171	0
143	0	1
145	92	0
31	0	1
392	0	1
37	44	0
159	22	4
451	22	4
188	88	1
0	417	0
108	327	1
193	0	1
2	3	1
142	81	2
37	171	0
264	87	1
324	435	6
4	72	0
212	439	0
11	8	2
505	55	0
45	46	2
212	44	0
172	27	4
4	127	0
352	0	1
151	32	4
423	54	0
217	215	0
189	32	4
25	26	0
165	202	4
4	35	0
101	81	4
271	0	1
113	90	4
37	9	0
255	95	4
60	226	0
498	56	0
137	87	1
30	27	1
403	46	2
173	32	4
454	329	4
274	68	4
81	9	0
50	329	0
272	13	2
401	22	4
202	88	0
0	205	0
4	82	0
39	87	4
305	306	1
88	467	0
359	87	1
0	330	0
218	0	1
0	489	0
495	230	4
0	468	0
210	32	4
157	63	5
4	114	0
11	256	3
25	249	0
310	32	4
380	32	4
100	0	1
62	158	5
296	166	4
346	46	2
122	44	0
484	230	0
34	18	0
0	317	0
406	34	1
88	148	0
122	171	0
70	52	4
135	8	2
296	202	1
486	7	2
21	22	4
262	131	8
17	82	0
251	32	4
25	493	0
414	206	0
218	13	4
172	28	1
46	114	0
0	5	0
160	161	7
7	35	0
85	82	0
141	35	0
81	44	0
13	127	0
173	25	1
410	32	4
368	369	4
184	87	4
34	127	0
28	474	0
280	46	2
455	0	1
363	22	4
84	85	4
232	233	1
324	56	4
8	18	0
350	0	1
87	348	0
25	285	0
299	32	4
